Titulo;Link
Bayern Munich v Borussia Dortmund: Bundesliga – live!;https://www.theguardian.com/football/live/2019/apr/06/bayern-munich-v-borussia-dortmund-bundesliga-live
Barcelona v Atlético Madrid: La Liga – live!;https://www.theguardian.com/football/live/2019/apr/06/barcelona-v-atletico-madrid-la-liga-live
County cricket: Notts v Yorkshire, Somerset v Kent and more – live!;https://www.theguardian.com/sport/live/2019/apr/06/county-cricket-notts-v-yorkshire-somerset-v-kent-and-more-live
Grand National 2019: Tiger Roll wins the big race again at Aintree – as it happened;https://www.theguardian.com/sport/live/2019/apr/06/grand-national-day-2019-live
Football League: Leeds slip to third as Swansea leave Pulis on the brink;https://www.theguardian.com/football/2019/apr/06/football-league-leeds-birmingham-swansea-sheffield-united-middlesbrough-tony-pulis
Bath’s Joe Cokanasiga injured while scoring try in defeat of Bristol;https://www.theguardian.com/sport/2019/apr/06/bath-bristol-premiership-match-report
